STORE_NO,COST_CENTER_NAME,POS_TERM_NO,STATUS_CODE,DAD,MAX_TRAN_DT,TRAN_NO_LAST
2114,MERRITT ISLAND,12077,1,'03-03-77,1-Aug-18,61436
2114,MERRITT ISLAND,13834,1,'03-03-77,1-Aug-18,66453
2115,BOCA RATON,10834,1,'03-03-10,1-Aug-18,15651
2115,BOCA RATON,13986,1,'03-03-10,1-Aug-18,59852
2116,VIDALIA,11948,1,'03-02-26,1-Aug-18,7028
2116,VIDALIA,15138,1,'03-02-26,1-Aug-18,87073
2117,KINGSPORT,10406,1,'03-08-25,1-Aug-18,17092
2117,KINGSPORT,14231,1,'03-08-25,1-Aug-18,61239
2118,DUBLIN,11215,1,'03-02-26,1-Aug-18,37458
2118,DUBLIN,12742,1,'03-02-26,1-Aug-18,98379
2119,JACKSONVILLE-LEM TURNER ,11108,1,'03-03-23,1-Aug-18,98390
2119,JACKSONVILLE-LEM TURNER ,15347,1,'03-03-23,1-Aug-18,18851
2120,PHENIX CITY,11997,1,'03-02-78,1-Aug-18,97919
2120,PHENIX CITY,14343,1,'03-02-78,1-Aug-18,31565
2121,LILBURN,12153,1,'03-02-02,1-Aug-18,29911
2121,LILBURN,14310,1,'03-02-02,1-Aug-18,19999
2121,LILBURN,18391,1,'03-02-02,1-Aug-18,51279
2122,TAMPA-56TH STREET,11939,1,'03-03-11,1-Aug-18,20277
2122,TAMPA-56TH STREET,15211,1,'03-03-11,1-Aug-18,52049
2123,MIAMI-NW 27TH AVE,10829,1,'03-03-10,1-Aug-18,81315
2123,MIAMI-NW 27TH AVE,12668,1,'03-03-10,1-Aug-18,21170
2124,ATLANTA-MARKET SQUARE,10097,1,'03-02-02,1-Aug-18,88777
2124,ATLANTA-MARKET SQUARE,17821,1,'03-02-02,1-Aug-18,99416
2125,BIRMINGHAM-FORESTDALE,10983,1,'03-02-03,1-Aug-18,94305
2126,SCOTTSBORO,10996,1,'03-02-15,1-Aug-18,41605
2126,SCOTTSBORO,14098,1,'03-02-15,1-Aug-18,27282
2127,MIAMI-KENDALL,11945,1,'03-03-10,1-Aug-18,25679
2127,MIAMI-KENDALL,14604,1,'03-03-10,1-Aug-18,6828
2128,SUNRISE,10819,1,'03-03-10,1-Aug-18,39959
2128,SUNRISE,14331,1,'03-03-10,1-Aug-18,79783
2129,PLANTATION-SAWGRASS,20561,2,'03-03-10,1-Aug-18,54103
2129,PLANTATION-SAWGRASS,20630,2,'03-03-10,1-Aug-18,9126
2131,ST PETERSBURG-NORTHEAST,11426,1,'03-03-11,1-Aug-18,14286
2131,ST PETERSBURG-NORTHEAST,12459,1,'03-03-11,1-Aug-18,15374
2132,SARASOTA-PLAZA,11921,1,'03-03-09,1-Aug-18,50900
2132,SARASOTA-PLAZA,13353,1,'03-03-09,1-Aug-18,29817
2133,FRANKLIN,12125,1,'03-08-19,1-Aug-18,13327
2133,FRANKLIN,12983,1,'03-08-19,1-Aug-18,12495
2134,SEVIERVILLE,12133,1,'03-08-25,1-Aug-18,2084
2134,SEVIERVILLE,13214,1,'03-08-25,1-Aug-18,33938
2135,HERMITAGE,12145,1,'03-08-19,1-Aug-18,61043
2135,HERMITAGE,15134,1,'03-08-19,1-Aug-18,97873
2136,BREWTON,11404,1,'03-02-78,1-Aug-18,95670
2136,BREWTON,13662,1,'03-02-78,1-Aug-18,25009
2137,ORMOND BEACH,12030,1,'03-03-77,1-Aug-18,60932
2137,ORMOND BEACH,13304,1,'03-03-77,1-Aug-18,25776
2138,VALDOSTA,11115,1,'03-02-26,1-Aug-18,3122
2138,VALDOSTA,13313,1,'03-02-26,1-Aug-18,43101
2139,FT LAUDERDALE-EAST,10818,1,'03-03-10,1-Aug-18,64850
2139,FT LAUDERDALE-EAST,14976,1,'03-03-10,1-Aug-18,45810
2140,CORAL SPRINGS,12244,1,'03-03-10,1-Aug-18,49650
2140,CORAL SPRINGS,13521,1,'03-03-10,1-Aug-18,89011
2141,MELBOURNE-SOUTH,10840,1,'03-03-77,1-Aug-18,97912
2141,MELBOURNE-SOUTH,15152,1,'03-03-77,1-Aug-18,45056
2142,TIFTON,11418,1,'03-02-26,1-Aug-18,20439
2142,TIFTON,13325,1,'03-02-26,1-Aug-18,61701
2143,BRANDON,11420,1,'03-03-11,1-Aug-18,63724
2143,BRANDON,13380,1,'03-03-11,1-Aug-18,69253
2145,GREENVILLE-WADE HAMPTON,11550,1,'03-01-01,1-Aug-18,50352
2145,GREENVILLE-WADE HAMPTON,11650,1,'03-01-01,1-Aug-18,21989
2146,LAURENS,11911,1,'03-01-01,1-Aug-18,40050
2148,DURHAM,10773,1,'03-01-04,1-Aug-18,41947
2148,DURHAM,16248,1,'03-01-04,1-Aug-18,30095
2150,ORLANDO F/C CTR,12020,1,'03-02-30,1-Aug-18,14260
2150,ORLANDO F/C CTR,16827,1,'03-02-30,1-Aug-18,81057
2150,ORLANDO F/C CTR,20480,1,'03-02-30,1-Aug-18,59436
2150,ORLANDO F/C CTR,20767,1,'03-02-30,6-Jul-18,5819
2151,HOOVER,11676,1,'03-02-03,1-Aug-18,69249
2151,HOOVER,13878,1,'03-02-03,1-Aug-18,40372
2151,HOOVER,19847,1,'03-02-03,1-Aug-18,49968
2152,COLUMBIA-BROAD RIVER,10563,1,'03-01-06,1-Aug-18,37056
2152,COLUMBIA-BROAD RIVER,14230,1,'03-01-06,1-Aug-18,72907
2153,CLARKSVILLE,10382,1,'03-08-19,1-Aug-18,19968
2153,CLARKSVILLE,15056,1,'03-08-19,1-Aug-18,5491
2154,CAPE CORAL-NORTH,11702,1,'03-03-09,1-Aug-18,18414
2154,CAPE CORAL-NORTH,15033,1,'03-03-09,1-Aug-18,54068
2155,CLAYTON,20672,2,'03-02-47,1-Aug-18,6868
2155,CLAYTON,20741,2,'03-02-47,1-Aug-18,5582
2156,HENDERSON,10757,1,'03-01-04,1-Aug-18,63159
2156,HENDERSON,16389,1,'03-01-04,1-Aug-18,11394
2157,ATLANTA-MERCHANTS WALK,11729,1,'03-02-02,1-Aug-18,84450
2157,ATLANTA-MERCHANTS WALK,12534,1,'03-02-02,1-Aug-18,28864
2158,CLEARWATER,11724,1,'03-03-11,1-Aug-18,7791
2158,CLEARWATER,15781,1,'03-03-11,1-Aug-18,1188
2159,SMYRNA-CONCORD,11768,1,'03-02-02,1-Aug-18,37498
2159,SMYRNA-CONCORD,14429,1,'03-02-02,1-Aug-18,44698
2159,SMYRNA-CONCORD,18344,1,'03-02-02,12-Jun-18,33219
2160,TAMPA-CITRUS PARK,12043,1,'03-03-11,1-Aug-18,22992
2160,TAMPA-CITRUS PARK,15209,1,'03-03-11,1-Aug-18,39263
2161,SANDY SPRINGS,11763,1,'03-02-02,1-Aug-18,57588
2161,SANDY SPRINGS,12818,1,'03-02-02,1-Aug-18,46715
2162,ATHENS,12090,1,'03-08-25,1-Aug-18,76189
2162,ATHENS,15273,1,'03-08-25,1-Aug-18,24386
2164,CHARLOTTE-ALBEMARLE,11689,1,'03-01-05,1-Aug-18,63880
2164,CHARLOTTE-ALBEMARLE,13735,1,'03-01-05,1-Aug-18,34252
2165,WHITEVILLE,10396,1,'03-01-18,1-Aug-18,89136
2165,WHITEVILLE,16236,1,'03-01-18,1-Aug-18,56590
2166,COLUMBIA-TWO NOTCH,11767,1,'03-01-06,1-Aug-18,24837
2166,COLUMBIA-TWO NOTCH,12876,1,'03-01-06,1-Aug-18,48131
2167,NORTH MYRTLE BEACH,11976,1,'03-01-12,1-Aug-18,17390
2167,NORTH MYRTLE BEACH,13849,1,'03-01-12,1-Aug-18,84645
2168,LEXINGTON,10778,1,'03-01-13,1-Aug-18,38488
2168,LEXINGTON,17071,1,'03-01-13,1-Aug-18,24291
2169,CHARLOTTE-SELWYN CORNERS,11682,1,'03-01-05,1-Aug-18,62952
2169,CHARLOTTE-SELWYN CORNERS,13777,1,'03-01-05,1-Aug-18,53114
2170,ORLANDO-PINE HILLS,12018,1,'03-03-24,1-Aug-18,90884
2170,ORLANDO-PINE HILLS,13825,1,'03-03-24,1-Aug-18,11523
2171,WINTER PARK,11780,1,'03-03-24,1-Aug-18,47005
2171,WINTER PARK,13101,1,'03-03-24,1-Aug-18,44926
2172,ORLANDO-SOUTH,11751,1,'03-03-24,1-Aug-18,80502
2172,ORLANDO-SOUTH,13833,1,'03-03-24,1-Aug-18,20387
2173,RIVERDALE,11765,1,'03-02-02,1-Aug-18,85790
2173,RIVERDALE,18618,1,'03-02-02,1-Aug-18,67719
2174,SNELLVILLE,11661,1,'03-02-02,1-Aug-18,72690
2174,SNELLVILLE,14982,1,'03-02-02,1-Aug-18,99153
2175,LAURINBURG,10389,1,'03-01-04,1-Aug-18,23106
2175,LAURINBURG,15258,1,'03-01-04,1-Aug-18,15575
2176,CONYERS,11730,1,'03-02-02,1-Aug-18,43363
2176,CONYERS,13650,1,'03-02-02,1-Aug-18,890
2177,TAMPA-CARROLLWOOD,11775,1,'03-03-11,1-Aug-18,46114
2177,TAMPA-CARROLLWOOD,12899,1,'03-03-11,1-Aug-18,58165
2178,ORANGE PARK,11754,1,'03-03-23,1-Aug-18,75993
2178,ORANGE PARK,13303,1,'03-03-23,1-Aug-18,9251
2180,NEW PORT RICHEY-US HWY 19,11804,1,'03-03-11,31-Jul-18,37368
2180,NEW PORT RICHEY-US HWY 19,15210,1,'03-03-11,1-Aug-18,69979
2181,DOUGLASVILLE,11736,1,'03-02-02,1-Aug-18,20756
2181,DOUGLASVILLE,14261,1,'03-02-02,1-Aug-18,38077
2182,GRIFFIN,11695,1,'03-02-02,1-Aug-18,4345
2182,GRIFFIN,14997,1,'03-02-02,1-Aug-18,11727
2183,STUART,12146,1,'03-03-77,1-Aug-18,9404
2183,STUART,13799,1,'03-03-77,1-Aug-18,79337
2184,ST PETERSBURG-SEMINOLE,11931,1,'03-03-11,1-Aug-18,87893
2184,ST PETERSBURG-SEMINOLE,13107,1,'03-03-11,1-Aug-18,56075
2185,GREENSBORO-COLLEGE RD,10776,1,'03-01-13,1-Aug-18,32337
2185,GREENSBORO-COLLEGE RD,12708,1,'03-01-13,1-Aug-18,45744
2185,GREENSBORO-COLLEGE RD,16386,1,'03-01-13,1-Aug-18,21175
2186,ST PETERSBURG-66TH ST,11823,1,'03-03-11,1-Aug-18,93031
2186,ST PETERSBURG-66TH ST,15251,1,'03-03-11,1-Aug-18,50924
2187,MORGANTON,11496,1,'03-01-29,1-Aug-18,77286
2187,MORGANTON,15123,1,'03-01-29,1-Aug-18,62862
2188,GREENSBORO-GATE CITY BLVD,11881,1,'03-01-13,1-Aug-18,53447
2188,GREENSBORO-GATE CITY BLVD,15174,1,'03-01-13,1-Aug-18,34229
2189,ORLANDO-PERSHING,11961,1,'03-03-24,1-Aug-18,73486
2189,ORLANDO-PERSHING,13109,1,'03-03-24,1-Aug-18,34755
2190,ASHEVILLE-SKYLAND,12048,1,'03-01-29,1-Aug-18,63516
2190,ASHEVILLE-SKYLAND,13725,1,'03-01-29,1-Aug-18,42223
2191,LEXINGTON,12060,1,'03-01-06,1-Aug-18,11791
2191,LEXINGTON,13656,1,'03-01-06,1-Aug-18,47831
2192,THOMASTON,12053,1,'03-02-26,1-Aug-18,38120
2192,THOMASTON,20162,1,'03-02-26,31-Jul-18,3891
2193,DELRAY BEACH WEST,12083,1,'03-03-10,1-Aug-18,35099
2193,DELRAY BEACH WEST,13631,1,'03-03-10,1-Aug-18,48071
2194,MAULDIN,12111,1,'03-01-01,1-Aug-18,86372
2194,MAULDIN,20723,1,'03-01-01,1-Aug-18,5960
2195,PEMBROKE PINES,12147,1,'03-03-10,1-Aug-18,22280
2195,PEMBROKE PINES,15499,1,'03-03-10,1-Aug-18,2185
2196,DEERFIELD BEACH,12114,1,'03-03-10,1-Aug-18,18734
2196,DEERFIELD BEACH,14482,1,'03-03-10,1-Aug-18,69405
2197,TITUSVILLE,12173,1,'03-03-77,1-Aug-18,81266
2197,TITUSVILLE,13815,1,'03-03-77,1-Aug-18,15731
2198,PORT ST LUCIE,12106,1,'03-03-77,1-Aug-18,86919
2198,PORT ST LUCIE,15241,1,'03-03-77,1-Aug-18,94568
2199,TARPON SPRINGS,12107,1,'03-03-11,1-Aug-18,13119
2200,MATTHEWS,12122,1,'03-01-05,1-Aug-18,20493
2200,MATTHEWS,13734,1,'03-01-05,1-Aug-18,61910
2202,GREENSBORO F/C CTR,12240,1,'03-02-30,1-Aug-18,48684
2203,SHELBY,12329,1,'03-01-05,1-Aug-18,12103
2203,SHELBY,15128,1,'03-01-05,1-Aug-18,26882
2204,APEX,13462,1,'03-01-04,1-Aug-18,87020
2204,APEX,15086,1,'03-01-04,1-Aug-18,4731
2205,DULUTH,12274,1,'03-02-02,1-Aug-18,536
2205,DULUTH,12303,1,'03-02-02,1-Aug-18,34458
2206,CRYSTAL RIVER,12316,1,'03-03-11,31-Jul-18,63384
2206,CRYSTAL RIVER,15215,1,'03-03-11,31-Jul-18,76502
2207,WINSTON-SALEM,12341,1,'03-01-13,1-Aug-18,46429
2207,WINSTON-SALEM,14623,1,'03-01-13,1-Aug-18,81078
2208,FERNANDINA BEACH,12343,1,'03-03-23,1-Aug-18,47951
2208,FERNANDINA BEACH,13976,1,'03-03-23,1-Aug-18,52924
2209,COLLIERVILLE,12361,1,'03-08-07,1-Aug-18,31239
2209,COLLIERVILLE,13540,1,'03-08-07,1-Aug-18,40402
2210,FAYETTEVILLE,12434,1,'03-02-02,1-Aug-18,9578
2210,FAYETTEVILLE,14198,1,'03-02-02,1-Aug-18,45837
2212,UNION CITY,12435,1,'03-02-02,1-Aug-18,35190
2212,UNION CITY,19579,1,'03-02-02,1-Aug-18,30298
2213,IRMO,12395,1,'03-01-06,1-Aug-18,84475
2213,IRMO,13196,1,'03-01-06,1-Aug-18,70301
2214,PINEVILLE,12364,1,'03-01-05,1-Aug-18,19998
2214,PINEVILLE,15170,1,'03-01-05,1-Aug-18,40174
2215,PALM BAY,12433,1,'03-03-77,1-Aug-18,22706
2215,PALM BAY,14569,1,'03-03-77,1-Aug-18,66165
2216,MARTINEZ,12401,1,'03-01-06,1-Aug-18,73284
2216,MARTINEZ,12882,1,'03-01-06,1-Aug-18,87418
2216,MARTINEZ,17808,1,'03-01-06,1-Aug-18,88739
2217,LONGWOOD,12393,1,'03-03-24,1-Aug-18,46503
2217,LONGWOOD,13225,1,'03-03-24,1-Aug-18,35640
2218,RALEIGH-CAPITAL BLVD,12444,1,'03-01-04,1-Aug-18,40192
2218,RALEIGH-CAPITAL BLVD,13782,1,'03-01-04,1-Aug-18,78251
2219,CHARLOTTE-PECAN AVE,12438,1,'03-01-05,1-Aug-18,75539
2219,CHARLOTTE-PECAN AVE,13657,1,'03-01-05,1-Aug-18,93452
2220,BRISTOL,10401,1,'03-08-25,1-Aug-18,82733
2220,BRISTOL,12372,1,'03-08-25,1-Aug-18,64427
2221,PLANTATION,12460,1,'03-03-10,1-Aug-18,66037
2221,PLANTATION,15242,1,'03-03-10,1-Aug-18,3864
2222,WEST PEMBROKE PINES,13460,1,'03-03-10,1-Aug-18,621
2222,WEST PEMBROKE PINES,15236,1,'03-03-10,1-Aug-18,62359
2223,CHARLESTON SC - PF FACILITY,12470,1,'05-05-50,1-Aug-18,22179
2224,BIRMINGHAM - VALLEYDALE,12478,1,'03-02-03,1-Aug-18,66302
2224,BIRMINGHAM - VALLEYDALE,13037,1,'03-02-03,1-Aug-18,6996
2225,MILLEDGEVILLE,12471,1,'03-02-26,1-Aug-18,52240
2227,CHARLESTON F/C CTR,12512,1,'03-02-30,1-Aug-18,11205
2227,CHARLESTON F/C CTR,17924,1,'03-02-30,1-Aug-18,70161
2228,HUNTSVILLE SOUTH,12545,1,'03-02-15,1-Aug-18,70524
2228,HUNTSVILLE SOUTH,13368,1,'03-02-15,1-Aug-18,9197
2229,KERNERSVILLE,12570,1,'03-01-13,1-Aug-18,78921
2229,KERNERSVILLE,14856,1,'03-01-13,1-Aug-18,29156
2230,SENECA,12579,1,'03-01-01,1-Aug-18,93327
2230,SENECA,13663,1,'03-01-01,1-Aug-18,76927
2231,DOUGLAS,12575,1,'03-02-26,1-Aug-18,22845
2231,DOUGLAS,13722,1,'03-02-26,1-Aug-18,55776
2232,NASHVILLE F/C CTR,12594,1,'03-02-30,1-Aug-18,55150
2232,NASHVILLE F/C CTR,13652,1,'03-02-30,31-Jul-18,80666
2233,PEMBROKE PARK F/C CTR,12595,1,'03-02-30,1-Aug-18,78852
2234,HILTON HEAD,12599,1,'03-01-12,1-Aug-18,21227
2234,HILTON HEAD,13541,1,'03-01-12,1-Aug-18,84705
2235,JACKSONVILLE F/C CTR,12648,1,'03-02-30,1-Aug-18,1000
2235,JACKSONVILLE F/C CTR,16403,1,'03-02-30,31-Jul-18,81966
2236,CHARLOTTE F/C CTR,12662,1,'03-02-30,1-Aug-18,15779
2236,CHARLOTTE F/C CTR,14552,1,'03-02-30,1-Aug-18,43616
2237,MADISON,12699,1,'03-02-15,1-Aug-18,47592
2237,MADISON,13397,1,'03-02-15,1-Aug-18,30911
2238,DAVIE,12752,1,'03-03-10,1-Aug-18,99657
2238,DAVIE,14989,1,'03-03-10,1-Aug-18,36747
2240,DICKSON,12788,1,'03-08-19,1-Aug-18,66510
2241,JACKSONVILLE FL - PF FACILITY,12912,1,'05-05-30,1-Aug-18,94955
2242,NASHVILLE TN - PF FACILITY,12864,1,'05-05-30,1-Aug-18,9618
2243,ASHEVILLE-COMMERCIAL,12944,1,'03-01-29,1-Aug-18,76542
2243,ASHEVILLE-COMMERCIAL,15023,1,'03-01-29,1-Aug-18,28782
2244,BIRMINGHAM F/C CTR,12973,1,'03-02-30,1-Aug-18,10367
2244,BIRMINGHAM F/C CTR,13551,1,'03-02-30,1-Aug-18,23645
2245,NORCROSS,13116,1,'03-02-02,1-Aug-18,88525
2245,NORCROSS,13588,1,'03-02-02,1-Aug-18,92386
2245,NORCROSS,17962,1,'03-02-02,1-Aug-18,50478
2246,BROOKSVILLE-HERNANDO,13067,1,'03-03-11,1-Aug-18,75949
2247,NEW ORLEANS F/C CTR,13086,1,'03-02-30,1-Aug-18,49589
2249,BONITA SPRINGS-COMMERCIAL,13178,1,'03-03-09,1-Aug-18,67263
2249,BONITA SPRINGS-COMMERCIAL,14811,1,'03-03-09,1-Aug-18,10466
2250,FOLEY,13217,1,'03-02-17,1-Aug-18,74729
2250,FOLEY,13675,1,'03-02-17,1-Aug-18,51551
2251,SIMPSONVILLE F/C CTR,13219,1,'03-02-30,31-Jul-18,19811
2251,SIMPSONVILLE F/C CTR,17510,1,'03-02-30,20-Jul-18,99100
2252,MADISON/HUNTSVILLE AL - PF FACILITY,13291,1,'05-05-30,1-Aug-18,38323
2253,COLUMBIA F/C CTR,13220,1,'03-02-30,1-Aug-18,15684
2253,COLUMBIA F/C CTR,18066,1,'03-02-30,1-Aug-18,47705
2254,PERRY,13242,1,'03-03-16,1-Aug-18,18732
2254,PERRY,16333,1,'03-03-16,1-Aug-18,87715
2255,MURRELLS INLET,13279,1,'03-01-12,1-Aug-18,32925
2255,MURRELLS INLET,14243,1,'03-01-12,1-Aug-18,19315
2255,MURRELLS INLET,20284,1,'03-01-12,1-Aug-18,61073
2256,CUMMING,13260,1,'03-02-02,1-Aug-18,78365
2256,CUMMING,14229,1,'03-02-02,1-Aug-18,81983
2257,NEWBERRY,13261,1,'03-01-01,1-Aug-18,84452
2258,ALBEMARLE,13292,1,'03-01-05,1-Aug-18,57248
2258,ALBEMARLE,16808,1,'03-01-05,1-Aug-18,46332
2259,STOCKBRIDGE,13310,1,'03-02-02,1-Aug-18,79333
2259,STOCKBRIDGE,17805,1,'03-02-02,1-Aug-18,7552
2260,MARTINEZ-AUGUSTA,13294,1,'03-02-30,1-Aug-18,50934
2261,HUNTSVILLE F/C CTR,13344,1,'03-02-30,1-Aug-18,96039
2261,HUNTSVILLE F/C CTR,20762,1,'03-02-30,1-Aug-18,829
2262,DAPHNE,13373,1,'03-02-17,1-Aug-18,97259
2262,DAPHNE,13727,1,'03-02-17,1-Aug-18,76763
2263,DURHAM F/C CTR,13352,1,'03-02-30,30-Jul-18,80937
2263,DURHAM F/C CTR,13852,1,'03-02-30,1-Aug-18,16609
2263,DURHAM F/C CTR,14553,1,'03-02-30,1-Aug-18,2594
2263,DURHAM F/C CTR,14616,1,'03-02-30,1-Aug-18,59565
2263,DURHAM F/C CTR,17839,1,'03-02-30,1-Aug-18,57945
2264,SAVANNAH-ABERCORN,11766,1,'03-01-12,1-Aug-18,75153
2264,SAVANNAH-ABERCORN,14042,1,'03-01-12,1-Aug-18,80198
2266,BATON ROUGE F/C CTR,13375,1,'03-02-30,1-Aug-18,71580
2266,BATON ROUGE F/C CTR,14280,1,'03-02-30,17-Jul-18,64412
2267,LAGRANGE,11772,1,'03-02-78,1-Aug-18,48281
2267,LAGRANGE,14381,1,'03-02-78,1-Aug-18,84911
2268,KINGSLAND,13378,1,'03-03-23,1-Aug-18,62724
2268,KINGSLAND,16230,1,'03-03-23,1-Aug-18,37015
2269,TALLAHASSEE F/C CTR,13410,1,'03-02-30,1-Aug-18,53310
2269,TALLAHASSEE F/C CTR,15769,1,'03-02-30,30-Jul-18,85327
2270,DEERFIELD BEACH F/C CTR,13461,1,'03-02-30,1-Aug-18,30378
2270,DEERFIELD BEACH F/C CTR,15146,1,'03-02-30,25-Apr-18,14922
2271,COLUMBIA SC - PF FACILITY,13463,1,'05-05-50,1-Aug-18,56387
2273,MOBILE F/C CTR,13472,1,'03-02-30,1-Aug-18,33247
2273,MOBILE F/C CTR,16786,1,'03-02-30,1-Aug-18,46520
2274,WILMINGTON F/C CTR,13473,1,'03-02-30,1-Aug-18,61212
2274,WILMINGTON F/C CTR,18065,1,'03-02-30,1-Aug-18,3965
2275,GREENVILLE-BUTLER RD,13545,1,'03-01-01,1-Aug-18,66653
2275,GREENVILLE-BUTLER RD,13633,1,'03-01-01,1-Aug-18,47509
2276,PANAMA CITY BEACH,13546,1,'03-03-16,1-Aug-18,14073
2276,PANAMA CITY BEACH,14935,1,'03-03-16,1-Aug-18,72554
2277,MORRISTOWN,10412,1,'03-08-25,1-Aug-18,45166
2277,MORRISTOWN,12927,1,'03-08-25,1-Aug-18,86835
2278,FAYETTEVILLE,13550,1,'03-01-18,1-Aug-18,35070
2278,FAYETTEVILLE,14371,1,'03-01-18,1-Aug-18,1122
2279,DESTIN,13757,1,'03-03-16,1-Aug-18,56457
2279,DESTIN,14484,1,'03-03-16,1-Aug-18,62109
2281,BATESVILLE,13637,1,'03-08-43,1-Aug-18,5292
2281,BATESVILLE,16197,1,'03-08-43,1-Aug-18,74852
2282,KNOXVILLE F/C CTR,13639,1,'03-02-30,1-Aug-18,78261
2282,KNOXVILLE F/C CTR,19832,1,'03-02-30,1-Aug-18,51875
2283,HIRAM - DALLAS,13814,1,'03-02-02,1-Aug-18,13507
2283,HIRAM - DALLAS,15136,1,'03-02-02,1-Aug-18,49549
2284,ALPHARETTA,14254,1,'03-02-02,1-Aug-18,5246
2284,ALPHARETTA,14336,1,'03-02-02,1-Aug-18,44265
2285,MARCO ISLAND,13705,1,'03-03-09,1-Aug-18,14935
2285,MARCO ISLAND,14813,1,'03-03-09,1-Aug-18,12708
2286,MOBILE-WEST,13812,1,'03-02-17,1-Aug-18,2835
2286,MOBILE-WEST,14001,1,'03-02-17,1-Aug-18,17733
2287,FRANKLIN,13856,1,'03-01-29,1-Aug-18,19471
2287,FRANKLIN,16282,1,'03-01-29,1-Aug-18,58053
2288,WAKE FOREST,13923,1,'03-01-04,1-Aug-18,36614
2288,WAKE FOREST,14652,1,'03-01-04,1-Aug-18,48290
2288,WAKE FOREST,20443,1,'03-01-04,1-Aug-18,20527
2290,LOGANVILLE,13821,1,'03-02-02,1-Aug-18,92084
2290,LOGANVILLE,14313,1,'03-02-02,1-Aug-18,72869
2291,SUWANEE,13977,1,'03-02-02,1-Aug-18,91409
2291,SUWANEE,14292,1,'03-02-02,1-Aug-18,70182
2292,WINDER,13920,1,'03-02-02,1-Aug-18,75790
2292,WINDER,20229,1,'03-02-02,1-Aug-18,2247
2293,CHARLESTON-MAIN,10560,1,'03-01-12,1-Aug-18,12972
2293,CHARLESTON-MAIN,11698,1,'03-01-12,1-Aug-18,66975
2293,CHARLESTON-MAIN,14238,1,'03-01-12,1-Aug-18,7955
2294,ORANGE BEACH,13885,1,'03-02-17,1-Aug-18,76876
2294,ORANGE BEACH,15188,1,'03-02-17,1-Aug-18,48674
2295,GULF BREEZE,13963,1,'03-03-16,1-Aug-18,57269
2295,GULF BREEZE,14937,1,'03-03-16,1-Aug-18,38320
2296,MYRTLE BEACH F/C CTR,13912,1,'03-02-30,1-Aug-18,95480
2296,MYRTLE BEACH F/C CTR,16630,1,'03-02-30,31-Jul-18,52478
2298,COVINGTON,13961,1,'03-02-02,1-Aug-18,80679
2298,COVINGTON,14328,1,'03-02-02,1-Aug-18,12525
2299,MEBANE,13924,1,'03-01-13,1-Aug-18,71916
2299,MEBANE,15262,1,'03-01-13,1-Aug-18,8408
2301,ASHEVILLE-MAIN,10399,1,'03-01-29,1-Aug-18,19889
2301,ASHEVILLE-MAIN,12484,1,'03-01-29,1-Aug-18,43093
2304,CAROLINA BEACH,20597,2,'03-01-18,1-Aug-18,9069
2304,CAROLINA BEACH,20760,2,'03-01-18,1-Aug-18,1102
2305,BRADENTON-CORTEZ,12368,1,'03-03-09,1-Aug-18,99413
2305,BRADENTON-CORTEZ,19696,1,'03-03-09,1-Aug-18,23923
2306,COLUMBIA-COMMERCIAL,10562,1,'03-01-06,1-Aug-18,81874
2306,COLUMBIA-COMMERCIAL,12755,1,'03-01-06,1-Aug-18,10368
2306,COLUMBIA-COMMERCIAL,17977,1,'03-01-06,1-Aug-18,63073
2308,LAKE NORMAN,13925,1,'03-01-05,1-Aug-18,41023
2308,LAKE NORMAN,14223,1,'03-01-05,1-Aug-18,25942
2309,SAVANNAH-COMMERCIAL,13952,1,'03-01-12,1-Aug-18,7028
2309,SAVANNAH-COMMERCIAL,13972,1,'03-01-12,1-Aug-18,27404
2311,KNOXVILLE-MAIN,10407,1,'03-08-25,1-Aug-18,32958
2311,KNOXVILLE-MAIN,13127,1,'03-08-25,1-Aug-18,92219
2312,SARASOTA F/C CTR,13934,1,'03-02-30,1-Aug-18,67434
2312,SARASOTA F/C CTR,16247,1,'03-02-30,1-Aug-18,89374
2313,CLEMMONS,13949,1,'03-01-13,1-Aug-18,37831
2313,CLEMMONS,15151,1,'03-01-13,1-Aug-18,14096
2314,CHARLOTTE-UNCC,14046,1,'03-01-05,1-Aug-18,7960
2314,CHARLOTTE-UNCC,15016,1,'03-01-05,1-Aug-18,79540
2315,ROSWELL-SANDY PLAINS,14049,1,'03-02-02,1-Aug-18,67927
2315,ROSWELL-SANDY PLAINS,15104,1,'03-02-02,1-Aug-18,60767
2316,MOBILE-MAIN,11409,1,'03-02-17,1-Aug-18,26435
2316,MOBILE-MAIN,12759,1,'03-02-17,1-Aug-18,75793
2317,PONTE VEDRA BEACH,14008,1,'03-03-23,1-Aug-18,48881
2317,PONTE VEDRA BEACH,15199,1,'03-03-23,1-Aug-18,30356
2318,MONTGOMERY-MAIN,10984,1,'03-02-78,1-Aug-18,70824
2318,MONTGOMERY-MAIN,13057,1,'03-02-78,1-Aug-18,82508
2319,CRESTVIEW,14024,1,'03-03-16,1-Aug-18,30225
2319,CRESTVIEW,16439,1,'03-03-16,1-Aug-18,8864
2320,OCEAN ISLE BEACH,13992,1,'03-01-18,1-Aug-18,68406
2320,OCEAN ISLE BEACH,15260,1,'03-01-18,1-Aug-18,61534
2321,ORLANDO-APOPKA,12003,1,'03-03-24,1-Aug-18,35584
